,0
43,http://www.camarapassos.mg.gov.br/
44,http://www2.camaraolimpia.sp.gov.br/
45,http://www.cmdiadema.sp.gov.br/
46,https://www.camarasocorro.sp.gov.br/
47,http://www.camaratatui.sp.gov.br/
48,http://www.cmmc.com.br/
49,http://www.cmembu.sp.gov.br/
50,http://www.camaraipatinga.mg.gov.br/
51,https://www.camaracaragua.sp.gov.br/
52,http://www.camararp.sp.gov.br/
53,http://www.camarablu.sc.gov.br/
54,http://www.cmsjp.pr.gov.br/
55,https://www.camarabetim.mg.gov.br/
56,http://www.camaragv.mg.gov.br/
57,http://www.cmlagoasanta.mg.gov.br/
58,http://www.camarasumare.sp.gov.br/
59,http://www.camarapf.rs.gov.br/
60,http://camaracamposdojordao.sp.gov.br/
61,http://www.camaraitaguai.rj.gov.br/
62,https://jcconcursos.uol.com.br/concursos/por-orgao/camara-municipal
63,https://www.cmp.sc.gov.br/
64,http://www.camaraniteroi.rj.gov.br/
65,http://www.camarasgo.ms.gov.br/
66,https://www.camaraindiana.sp.gov.br/
67,http://camarademariana.mg.gov.br/
68,http://www.camarapiracicaba.sp.gov.br/
69,https://www.cmilhasolteira.sp.gov.br/
70,http://www.camarassparaiso.mg.gov.br/
71,https://www.camarasantanadeparnaiba.sp.gov.br/
72,https://www.camarapiraju.sp.gov.br/
73,http://camaramaracanau.ce.gov.br/
74,https://www.camaralins.sp.gov.br/
75,http://camaraaruja.sp.gov.br/
76,http://www.camarabirigui.sp.gov.br/
77,https://camarasobral.ce.gov.br/
78,https://camarabrusque.sc.gov.br/
79,http://www.portoferreiracamara.com.br/
80,http://www.camaraperuibe.sp.gov.br/
81,http://www.camarapel.rs.gov.br/
82,http://www.cmpg.pr.gov.br/
83,https://www.camaraitapeva.sp.gov.br/
84,https://ultimosegundo.ig.com.br/politica/2018-12-21/confusao-camara-sao-paulo.html
85,http://www.concursosfau.com.br/novo/concurso/C%C3%82MARA%20MUNICIPAL%20DE%20PATO%20BRANCO
86,http://www.camaraavare.sp.gov.br/
87,http://www.camaramaua.sp.gov.br/
88,http://www.cmalfenas.mg.gov.br/
89,http://www.cmmacae.rj.gov.br/
90,http://sorriso.mt.leg.br/
91,http://www.camaraitapetininga.sp.gov.br/
92,http://www.camaracaxias.rs.gov.br/
93,http://www.camaraserra.es.gov.br/
94,https://g1.globo.com/sp/sao-paulo/noticia/2018/12/21/debate-da-reforma-da-previdencia-na-camara-de-sp-tem-discussao-e-empurra-empurra-entre-vereadores.ghtml
95,http://www.camaravni.es.gov.br/
96,https://camarasaocarlos.sp.gov.br/
97,http://www.camara-americana.sp.gov.br/
98,http://www.camaraitapolis.sp.gov.br/
99,http://www.camarapitanga.pr.gov.br/
100,http://www.salvador.ba.leg.br/
101,http://www.camarapatobranco.com.br/
102,https://www.pciconcursos.com.br/noticias/camara-municipal-de-goiania-go-suspende-concurso-publico
103,http://www.camarapraiagrande.sp.gov.br/
104,https://www.camaraiepe.sp.gov.br/
105,http://www.camarafrutal.mg.gov.br/
106,https://www.camaraguaiba.rs.gov.br/
107,http://cmcamacari.ba.gov.br/
108,http://www.camaravotuporanga.sp.gov.br/
109,http://www.paraty.rj.gov.br/
110,https://www1.folha.uol.com.br/cotidiano/2018/12/projeto-de-covas-de-reforma-da-previdencia-e-aprovado-na-camara-de-sp-em-1a-votacao.shtml
111,http://www.vilavelha.es.leg.br/
112,https://www.palmas.to.leg.br/
113,http://www.camarafranciscomorato.sp.gov.br/
114,http://www.camaraguaira.pr.gov.br/
115,https://www.camarasertaozinho.sp.gov.br/
116,http://www.cmserranegra.sp.gov.br/
117,http://www.cml.pr.gov.br/cml/site/index.jspx
118,http://www.cmp.rj.gov.br/
119,https://www.camarapresidenteepitacio.sp.gov.br/
120,https://www.camarademaceio.al.gov.br/
121,https://www.camaracarapicuiba.sp.gov.br/
122,http://www.camarabebedouro.sp.gov.br/
123,https://camaraleme.sp.gov.br/
124,http://www.novaserrana.cam.mg.gov.br/
125,http://www.camarabotucatu.sp.gov.br/
126,http://www.camarapereirabarreto.sp.gov.br/
127,http://www.camaracariacica.es.gov.br/
128,http://www.cmop.mg.gov.br/
129,http://camarauberaba.mg.gov.br/
130,https://www.cmparanaiba.ms.gov.br/
131,http://www.cmsandre.sp.gov.br/
132,http://www.imbituba.sc.leg.br/
133,http://www.camarascs.sp.gov.br/
134,http://www.camaraitu.sp.gov.br/
135,https://www.camarapprudente.sp.gov.br/
136,http://www.uece.br/cev/index.php/2018-10-16-17-14-26
137,http://www.camaravespasiano.mg.gov.br/
138,http://www.camaradeaparecida.go.gov.br/
139,http://cotec.fadenor.com.br/concurso?cod_vest=363
140,https://www.camaraembuguacu.sp.gov.br/
141,http://camara.slz.br/
142,https://www.camaraveracruz.sp.gov.br/
143,http://camaramatozinhos.mg.gov.br/
144,https://camarabp.sp.gov.br/
145,http://www.cmcaratinga.mg.gov.br/
146,http://www.rolimdemoura.ro.leg.br/
147,https://www.ibade.org.br/Concurso/390/Inicio
148,http://www.camaramogiguacu.sp.gov.br/
149,http://cmsga.rn.gov.br/
150,https://camaraviamao.rs.gov.br/
151,http://www.camvbage.rs.gov.br/
152,http://www.cmresende.rj.gov.br/
153,http://camaradecorumbaiba.go.gov.br/
154,http://www.cmparaibuna.sp.gov.br/
155,"https://sao-paulo.estadao.com.br/noticias/geral,camara-municipal-de-sao-paulo-inicia-sessao-para-votar-reforma-da-previdencia,70002655204"
156,https://www.institutomais.org.br/Concursos/Detalhe/286
157,http://www.camaraschroeder.sc.gov.br/
158,http://www.fumarc.com.br/concursos/detalhe/concurso-publico/122
159,http://www.camarataquaritinga.sp.gov.br/
160,http://www.camarajandira.sp.gov.br/
161,http://camarapoa.sp.gov.br/
162,https://www.grancursosonline.com.br/concurso/camara-municipal-de-sao-luis-ma
163,https://www.camaradiamantino.mt.gov.br/
164,http://www.cmb.pa.gov.br/
165,https://www.montenegro.rs.leg.br/
166,http://www.camaraimperatriz.ma.gov.br/
167,http://www.camaravargem.sp.gov.br/
168,https://www.gestaodeconcursos.com.br/site/site/DetalheConcurso.aspx?CodigoConcurso=1249
169,http://www.portalfadesp.org.br/pagConcursosp.asp?id_pagina=536
170,http://www.camaravarginha.mg.gov.br/
171,https://centrodeselecao.ufg.br/2018/concurso_camara_goiania/
172,https://cmjp.pb.gov.br/
173,http://www.camaraguaira.com.br/
174,http://www.camarataboao.sp.gov.br/
175,http://www.cvj.sc.gov.br/
176,http://www.camaraoriente.sp.gov.br/
177,https://www.cmj.sc.gov.br/
178,http://www.camarasbc.sp.gov.br/
179,https://www.camarapirajui.sp.gov.br/
180,https://www.cmbataguassu.ms.gov.br/
181,https://www.cmcosmorama.sp.gov.br/
182,http://www.camarafartura.sp.gov.br/
183,http://www.camaramongagua.sp.gov.br/
184,http://www.camarafabriciano.mg.gov.br/
185,https://vejasp.abril.com.br/blog/poder-sp/camara-municipal-aprova-reforma-da-previdencia/
186,https://www.cmps.ba.gov.br/
187,http://www.camaraparaguacu.sp.gov.br/
188,http://www.cmaracati.ce.gov.br/
189,https://www.camararinopolis.sp.gov.br/
190,http://www.camaraconselheirolafaiete.mg.gov.br/
191,http://www.camaramonteirolobato.sp.gov.br/
192,http://www.camaracampolimpo.sp.gov.br/
193,https://www.camaracriciuma.sc.gov.br/
194,https://www.cmivaipora.pr.gov.br/
195,https://www.camaraseverinia.sp.gov.br/
196,https://camaraiuna.es.gov.br/
197,http://www.camaraguapore.com.br/
198,https://www.jatai.go.leg.br/
199,http://www.camarasete.mg.gov.br/
200,http://www.cmicapui.ce.gov.br/
201,https://camaraaltoaraguaia.mt.gov.br/
202,http://www.cmh.sp.gov.br/
203,https://www.cmrn.mg.gov.br/
204,https://www.camaradelaguna.sc.gov.br/
205,https://www.cmb.sc.gov.br/
206,http://www.camara.riogrande.rs.gov.br/
207,http://www.camaraitapoa.sc.gov.br/
208,http://www.camaraboaesperanca.mg.gov.br/
209,https://www.esmaelmorais.com.br/2018/12/escola-sem-partido-e-derrotado-na-camara-municipal-de-sao-paulo/
210,http://agenciabrasil.ebc.com.br/politica/noticia/2018-12/camara-de-sp-aprova-reforma-da-previdencia-em-primeira-votacao
211,http://www.camaraaracatuba.com.br/
212,http://www.camaracapivari.sp.gov.br/
213,http://www.camaratubarao.sc.gov.br/
214,https://www.consulpam.com.br/index.php?menu=concursos&acao=ver&id=152
215,http://www.camarailhabela.sp.gov.br/
216,https://www.cmpedrinhaspaulista.sp.gov.br/
217,http://www.camaracaxambu.mg.gov.br/
218,https://www.unars.com.br/concursos-detalhes/?cn=259
219,http://www.cmni.rj.gov.br/
220,https://istoe.com.br/camara-municipal-de-sao-paulo-aprova-reforma-da-previdencia-por-33-a-16/
221,http://www.institutomachadodeassis.com.br/concursos/178/concurso-publico-camara-municipal-de-cocal-pi
222,https://www.metropoles.com/brasil/politica-br/confusao-interrompe-audiencia-publica-na-camara-de-sao-paulo
223,https://www.estrategiaconcursos.com.br/blog/edital-camara-de-sao-luis/
224,https://www.oantagonista.com/brasil/camara-municipal-de-sao-paulo-aprova-reforma-da-previdencia/
225,http://www.cmsaofidelis.rj.gov.br/
226,http://cma.rj.gov.br/wordpress/
227,http://camaratrajano.rj.gov.br/
228,https://www.camaraitaborai.rj.gov.br/
229,https://www.metrojornal.com.br/foco/2018/12/21/sampaprev-camara-de-sp-tem-protestos-em-dia-de-audiencia-publica.html
230,https://www.redebrasilatual.com.br/politica/2018/12/oposicao-derruba-votacao-do-escola-sem-partido-na-camara-municipal-de-sp
231,https://www.valor.com.br/politica/6035957/camara-de-sao-paulo-tem-bate-boca-por-reforma-da-previdencia
232,https://fgvprojetos.fgv.br/concursos/cms2017
233,https://www.tnh1.com.br/noticia/nid/solenidade-marca-inauguracao-da-nova-sede-da-camara-municipal-de-maceio/
234,https://cgnoticias.com.br/monsenhor-hipolito-camara-municipal-realiza-sessao-solene-de-entrega-de-titulos-de-cidadania-veja-fotos/
235,https://www.gazetadopovo.com.br/politica/parana/sabino-picolo-e-eleito-presidente-da-camara-municipal-de-curitiba-bduwqxm7braxcxh3secp1g70u
236,http://www2.camara.leg.br/camaranoticias/noticias/ADMINISTRACAO-PUBLICA/570178-PROJETO-REITERA-QUE-CABE-APENAS-A-CAMARA-MUNICIPAL-JULGAR-CONTAS-DE-PREFEITO.html
237,http://www.cm-pontadelgada.pt/
238,http://www.cm-lisboa.pt/
239,http://www.queimados.rj.gov.br/
240,https://www.tribunapr.com.br/noticias/sabino-picolo-e-o-novo-presidente-da-camara-municipal-de-curitiba/
241,http://www.cms.ba.gov.br/pagina.aspx?id=6&tipo=1
242,http://www.cm-benavente.pt/
243,https://jornalhoraextra.com.br/politica/13800-prefeitura-de-goiania-recebe-r-13-milhoes-da-camara-municipal/
244,https://www.cm-braga.pt/pt
245,http://www.m-almada.pt/
246,http://www.cm-seixal.pt/
247,http://www.caurj.gov.br/tag/camara-municipal-do-rio-de-janeiro/
248,http://www.cm-serpa.pt/
249,http://jornaldecoromandel.com.br/2018/12/18/camara-municipal-de-coromandel-elege-mesa-diretora-para-2019/
250,http://gcn.net.br/noticias/391724/franca/2018/12/em-sessao-confusa-prefeito-vai-a-camara-municipal-salvar-projetos
251,https://www.dicionarioinformal.com.br/c%E2mara+de+vereadores/
252,https://www.atribuna.com.br/cidades/guaruja/edilson-dias-destaca-melhora-na-gest%C3%A3o-da-c%C3%A2mara-de-guaruj%C3%A1-1.7859
253,http://www.cm-amadora.pt/
254,https://www.gp1.com.br/noticias/hugo-victor-e-reeleito-presidente-da-camara-municipal-de-picos-1-445676.html
255,https://www.alagoinhas.ba.gov.br/
256,https://itnet.com.br/noticia/37512/sessao-extraordinaria-sera-realizada-nesta-sexta-feira-21-na-camara-municipal-de-itabaiana
257,http://www.cm-seia.pt/
258,http://www.cm-alcacerdosal.pt/
259,https://liberal.com.br/cidades/americana/eleito-presidente-rodaben-quer-novo-predio-para-a-camara-municipal-931515/
260,http://www.saogoncalo.rj.gov.br/
261,https://www.folhadelondrina.com.br/politica/apos-supostas-invasoes-camara-de-ibipora-compra-cameras-de-seguranca-1022793.html
262,https://en.wikipedia.org/wiki/C%C3%A2mara_Municipal
263,http://www.camaraguaratingueta.sp.gov.br/
264,https://www.cm-lamego.pt/
265,http://www.pmmp.rj.gov.br/
266,https://www.cm-amarante.pt/
267,http://www.camarapoa.rs.gov.br/
268,https://www.concursosnobrasil.com.br/concursos/mg/concurso-camara-de-sobralia-mg.html
269,https://www.jb.com.br/pais/2018/12/967552-sessao-na-camara-de-sp-sobre-reforma-da-previdencia-tem-bate-boca.html
270,https://www.cm-fundao.pt/oquefazer/casa_maias_posto_turismo_fundao
271,http://cabofrio.rj.gov.br/
272,http://www0.rio.rj.gov.br/arquivo/o-arquivo-historico.html
273,http://www.camarajf.mg.gov.br/
274,http://mage.rj.gov.br/
275,https://www.cmbh.mg.gov.br/
276,https://www.cmnat.rn.gov.br/
277,http://www.cmpomerode.sc.gov.br/materias.php
278,http://www.alerj.rj.gov.br/
279,http://www.cmm.am.gov.br/
280,https://noticiasconcursos.com.br/concursos-abertos/concurso-da-camara-de-sao-joao-de-meriti-rj-2018-resultado/
281,http://www.novaesperanca.pr.gov.br/
282,http://www.mesquita.rj.gov.br/pmm/
283,http://www.cmc.mg.gov.br/
284,http://mendes.rj.gov.br/PreviMendes/Arquivos/1.469-11%20Estatuto%20do%20Servidor%20P%C3%BAblico%20(Reparado).pdf
285,http://www.cmv.es.gov.br/
286,http://www.theatromunicipal.rj.gov.br/sobre/historia/
287,https://www.simoesfilhoonline.com.br/nova-mesa-diretora-da-camara-de-simoes-filho-toma-posse-dia-1o-de-janeiro/
288,https://www.correiodoestado.com.br/cidades/terceirizacao-de-cemiterios-vai-ser-discutida-na-camara/343636/
289,http://www.atualfm.com.br/site/betinho-se-despede-da-camara-de-vereadores-com-carta-e-assessora-administrativa-tambem-pede-exoneracao-apos-eleicao-de-mauro-fretta/
290,http://www.camarasjc.sp.gov.br/
291,https://www.youtube.com/watch?v=ICHVslXIq7s
292,https://www.youtube.com/channel/UC74icFVsxTFr2BW3Vm8n_iw
293,https://www.youtube.com/channel/UChvwkhC3eHxJsVxW_ItDjdA
294,https://ocp.news/seguranca/consultor-juridico-da-camara-de-vereadores-de-joinville-e-encontrado-morto
295,http://www.cmm.pr.gov.br/
296,http://www.camarasantacruz.rs.gov.br/
297,https://www.camaracascavel.pr.gov.br/
298,https://www.cmc.pr.gov.br/
299,https://www.camaraatibaia.sp.gov.br/
300,http://www.cmf.sc.gov.br/
301,http://portaldozacarias.com.br/site/wap/noticia/denancia-do-leitor-carro-alugado-pela-camara-municipal-para-o-gabinete-do-vereador-franaois-matos-esta-sendo-usado-por-assessor-como-veiculo-dos-aplicativos-uber-e-99/
302,http://www.camararibeiraopreto.sp.gov.br/
303,http://www.camara.ms.gov.br/
304,http://prefeitura.rio/web/portaldoservidor
305,https://folhadirigida.com.br/noticias/concurso/tcm-rio/tcm-rio-divulga-orcamento-e-confirma-concurso-para-2019
306,https://www.camarauberlandia.mg.gov.br/
307,http://www.camarasaovicente.sp.gov.br/
308,http://www.camarapaulinia.sp.gov.br/
309,http://www.cmpa.mg.gov.br/
310,https://www.camaraitapevi.sp.gov.br/
311,http://www.recife.pe.leg.br/
312,https://www.cmsantaluzia.mg.gov.br/
313,https://www.camarapirassununga.sp.gov.br/
314,http://www.camaraextrema.mg.gov.br/
315,https://camarabarretos.sp.gov.br/
316,http://www.camara-arq.sp.gov.br/
317,http://www.cmitauna.mg.gov.br/
318,http://www.camarataubate.sp.gov.br/
319,http://www.cmfor.ce.gov.br/
320,http://www.cmsj.sc.gov.br/
321,http://www.camarasuzano.sp.gov.br/
322,http://www.camaraitapecerica.sp.gov.br/
323,http://salaceciliameireles.rj.gov.br/
324,https://www.asemana.publ.cv/?Vereador-incompatibiliza-se-com-o-Presidente-da-Camara-do-Porto-Novo-Eleito-132980
325,https://www.atlanticobusiness.com.br/
326,https://www.poder360.com.br/partidos-politicos/mbl-em-2018-quer-fundar-1-partido-e-ganhou-braco-estudantil/
327,http://www.multirio.rj.gov.br/index.php/busca?mult=&cat=&tip=&proj=11252&txt=
328,http://nortelivre.com.br/nova-presidente-da-camara-municipal-fala-a-venda-nova/
329,http://www.tjrj.jus.br/
